,Product_Name,orgprice,Price,Processor,Battry_Type,Ratings,No_ratings,No_reviews,Warrenty,Colour,Battery,RAM,ROM,Display,Rear_cam
433,realme Narzo 30A ,"10,999","9,499", Helio G85 ,MediaTek,4.4,"43,955","2,673 ", 6 , Laser Black,6000 ,4 , 64 , 6.51 ,13 
434,realme Narzo 30A ,"9,999","8,499", Helio G85 ,MediaTek,4.4,"28,812","1,948 ", 6 , Laser Blue,6000 ,3 , 32 , 6.51 ,13 
435,realme Narzo 30A ,"9,999","8,499", Helio G85 ,MediaTek,4.4,"28,812","1,948 ", 6 , Laser Black,6000 ,3 , 32 , 6.51 ,13 
436,REDMI 9i ,"9,999","7,999", Helio G25 ,MediaTek,4.3,"2,87,592","16,263 ", 1 , Midnight Black,5000 ,4 , 64 , 6.53 ,13 
437,OPPO A53 ,"17,990","12,990", Snapdragon 460 ,Qualcomm,4.4,"8,929",515 , 1 , Mint Cream,5000 ,6 , 128 , 6.5 ,13 
438,REDMI 9 Power ,"13,999","9,999", Snapdragon 662 ,Qualcomm,4.3,"34,739","2,601 ", 6 , Blazing Blue,6000 ,4 , 64 , 6.53 ,48 
439,REDMI 9 Power ,"13,999","9,999", Snapdragon 662 ,Qualcomm,4.3,"34,739","2,601 ", 6 , Electric Green,6000 ,4 , 64 , 6.53 ,48 
440,realme Narzo 20 ,"12,999","10,499", Helio G85 ,MediaTek,4.3,"4,17,356","32,432 ", 1 , Glory Silver,6000 ,4 , 64 , 6.52 ,48 
441,REDMI 9i ,"9,999","7,999", Helio G25 ,MediaTek,4.3,"2,87,592","16,263 ", 1 , Sea Blue,5000 ,4 , 64 , 6.53 ,13 
442,POCO M3 ,"14,999","11,999", Snapdragon 662 ,Qualcomm,4.3,"1,34,620","10,104 ", 6 , Power Black,6000 ,6 , 128 , 6.53 ,48 
443,realme Narzo 20 ,"13,999","11,499", Helio G85 ,MediaTek,4.3,"4,17,356","32,432 ", 1 , Victory Blue,6000 ,4 , 128 , 6.52 ,48 
444,realme Narzo 20 ,"13,999","11,499", Helio G85 ,MediaTek,4.3,"4,17,356","32,432 ", 1 , Glory Silver,6000 ,4 , 128 , 6.52 ,48 
445,REDMI 9 Power ,"13,999","9,999", Snapdragon 662 ,Qualcomm,4.3,"34,739","2,601 ", 6 , Mighty Black,6000 ,4 , 64 , 6.53 ,48 
446,Infinix Hot 10 Play ,"10,999","8,499", Helio G35 ,MediaTek,4.3,"9,766",766 , 6 , Aegean Blue,6000 ,4 , 64 , 6.82 ,13 
447,POCO C3 ,"10,999","8,499", Helio G35 ,Mediatek,4.3,"1,64,917","10,269 ", 6 , Arctic Blue,5000 ,4 , 64 , 6.53 ,13 
448,Infinix Smart 4 Plus ,"9,999","7,999", Helio A25 ,Mediatek,4.4,"1,57,579","13,338 ", 6 , Midnight Black,6000 ,3 , 32 , 6.82 ,13 
449,Infinix Smart 4 Plus ,"9,999","7,999", Helio A25 ,Mediatek,4.4,"1,57,579","13,338 ", 6 , Quetzal Cyan,6000 ,3 , 32 , 6.82 ,13 
450,Infinix Smart 4 Plus ,"9,999","7,999", Helio A25 ,Mediatek,4.4,"1,57,579","13,338 ", 6 , Ocean Wave,6000 ,3 , 32 , 6.82 ,13 
451,REDMI Note 9 ,"14,999","10,999", Helio G85 ,MediaTek,4.4,"31,855","2,365 ", 6 , Pebble Grey,5020 ,4 , 64 , 6.53 ,48 
452,POCO M3 ,"12,999","10,999", Snapdragon 662 ,Qualcomm,4.3,"1,34,620","10,104 ", 6 , Cool Blue,6000 ,6 , 64 , 6.53 ,48 
453,realme C20 ,"7,999","6,799", Helio G35 ,MediaTek,4.4,"20,958",955 , 6 , Cool Grey,5000 ,2 , 32 , 6.5 ,8 
454,realme C20 ,"7,999","6,799", Helio G35 ,MediaTek,4.4,"20,958",955 , 6 , Cool Blue,5000 ,2 , 32 , 6.5 ,8 
455,POCO M3 ,"14,999","11,999", Snapdragon 662 ,Qualcomm,4.3,"1,34,620","10,104 ", 6 , Cool Blue,6000 ,6 , 128 , 6.53 ,48 
456,realme Narzo 30A ,"10,999","9,499", Helio G85 ,MediaTek,4.4,"43,956","2,677 ", 6 , Laser Blue,6000 ,4 , 64 , 6.51 ,13 
457,realme Narzo 30A ,"10,999","9,499", Helio G85 ,MediaTek,4.4,"43,956","2,677 ", 6 , Laser Black,6000 ,4 , 64 , 6.51 ,13 
458,realme Narzo 30A ,"9,999","8,499", Helio G85 ,MediaTek,4.4,"28,814","1,956 ", 6 , Laser Black,6000 ,3 , 32 , 6.51 ,13 
459,realme Narzo 30A ,"9,999","8,499", Helio G85 ,MediaTek,4.4,"28,814","1,956 ", 6 , Laser Blue,6000 ,3 , 32 , 6.51 ,13 
460,REDMI 9i ,"9,999","7,999", Helio G25 ,MediaTek,4.3,"2,87,590","16,273 ", 1 , Midnight Black,5000 ,4 , 64 , 6.53 ,13 
461,OPPO A53 ,"17,990","12,990", Snapdragon 460 ,Qualcomm,4.4,"8,931",511 , 1 , Mint Cream,5000 ,6 , 128 , 6.5 ,13 
462,REDMI 9 Power ,"13,999","9,999", Snapdragon 662 ,Qualcomm,4.3,"34,739","2,604 ", 6 , Blazing Blue,6000 ,4 , 64 , 6.53 ,48 
463,REDMI 9 Power ,"13,999","9,999", Snapdragon 662 ,Qualcomm,4.3,"34,739","2,604 ", 6 , Electric Green,6000 ,4 , 64 , 6.53 ,48 
464,realme Narzo 20 ,"12,999","10,499", Helio G85 ,MediaTek,4.3,"4,17,357","32,448 ", 1 , Glory Silver,6000 ,4 , 64 , 6.52 ,48 
465,REDMI 9i ,"9,999","7,999", Helio G25 ,MediaTek,4.3,"2,87,590","16,273 ", 1 , Sea Blue,5000 ,4 , 64 , 6.53 ,13 
466,POCO M3 ,"14,999","11,999", Snapdragon 662 ,Qualcomm,4.3,"1,34,621","10,102 ", 6 , Power Black,6000 ,6 , 128 , 6.53 ,48 
467,realme Narzo 20 ,"13,999","11,499", Helio G85 ,MediaTek,4.3,"4,17,357","32,448 ", 1 , Victory Blue,6000 ,4 , 128 , 6.52 ,48 
468,realme Narzo 20 ,"13,999","11,499", Helio G85 ,MediaTek,4.3,"4,17,357","32,448 ", 1 , Glory Silver,6000 ,4 , 128 , 6.52 ,48 
469,REDMI 9 Power ,"13,999","9,999", Snapdragon 662 ,Qualcomm,4.3,"34,739","2,604 ", 6 , Mighty Black,6000 ,4 , 64 , 6.53 ,48 
470,Infinix Hot 10 Play ,"10,999","8,499", Helio G35 ,MediaTek,4.3,"9,769",752 , 6 , Aegean Blue,6000 ,4 , 64 , 6.82 ,13 
471,POCO C3 ,"10,999","8,499", Helio G35 ,Mediatek,4.3,"1,64,922","10,275 ", 6 , Arctic Blue,5000 ,4 , 64 , 6.53 ,13 
472,Infinix Smart 4 Plus ,"9,999","7,999", Helio A25 ,Mediatek,4.4,"1,57,585","13,334 ", 6 , Ocean Wave,6000 ,3 , 32 , 6.82 ,13 
473,Infinix Smart 4 Plus ,"9,999","7,999", Helio A25 ,Mediatek,4.4,"1,57,585","13,334 ", 6 , Quetzal Cyan,6000 ,3 , 32 , 6.82 ,13 
474,Infinix Smart 4 Plus ,"9,999","7,999", Helio A25 ,Mediatek,4.4,"1,57,585","13,334 ", 6 , Midnight Black,6000 ,3 , 32 , 6.82 ,13 
475,POCO M3 ,"12,999","10,999", Snapdragon 662 ,Qualcomm,4.3,"1,34,621","10,102 ", 6 , Cool Blue,6000 ,6 , 64 , 6.53 ,48 
476,REDMI Note 9 ,"14,999","10,999", Helio G85 ,MediaTek,4.4,"31,861","2,379 ", 6 , Pebble Grey,5020 ,4 , 64 , 6.53 ,48 
477,realme C20 ,"7,999","6,799", Helio G35 ,MediaTek,4.4,"20,962",958 , 6 , Cool Grey,5000 ,2 , 32 , 6.5 ,8 
478,realme C20 ,"7,999","6,799", Helio G35 ,MediaTek,4.4,"20,962",958 , 6 , Cool Blue,5000 ,2 , 32 , 6.5 ,8 
479,POCO M3 ,"14,999","11,999", Snapdragon 662 ,Qualcomm,4.3,"1,34,621","10,102 ", 6 , Cool Blue,6000 ,6 , 128 , 6.53 ,48 
480,realme Narzo 30A ,"10,999","9,499", Helio G85 ,MediaTek,4.4,"43,956","2,677 ", 6 , Laser Blue,6000 ,4 , 64 , 6.51 ,13 
481,realme Narzo 30A ,"10,999","9,499", Helio G85 ,MediaTek,4.4,"43,956","2,677 ", 6 , Laser Black,6000 ,4 , 64 , 6.51 ,13 
482,realme Narzo 30A ,"9,999","8,499", Helio G85 ,MediaTek,4.4,"28,814","1,956 ", 6 , Laser Black,6000 ,3 , 32 , 6.51 ,13 
483,realme Narzo 30A ,"9,999","8,499", Helio G85 ,MediaTek,4.4,"28,814","1,956 ", 6 , Laser Blue,6000 ,3 , 32 , 6.51 ,13 
484,REDMI 9i ,"9,999","7,999", Helio G25 ,MediaTek,4.3,"2,87,592","16,273 ", 1 , Midnight Black,5000 ,4 , 64 , 6.53 ,13 
485,OPPO A53 ,"17,990","12,990", Snapdragon 460 ,Qualcomm,4.4,"8,931",511 , 1 , Mint Cream,5000 ,6 , 128 , 6.5 ,13 
486,REDMI 9 Power ,"13,999","9,999", Snapdragon 662 ,Qualcomm,4.3,"34,739","2,604 ", 6 , Blazing Blue,6000 ,4 , 64 , 6.53 ,48 
487,REDMI 9 Power ,"13,999","9,999", Snapdragon 662 ,Qualcomm,4.3,"34,739","2,604 ", 6 , Electric Green,6000 ,4 , 64 , 6.53 ,48 
488,realme Narzo 20 ,"12,999","10,499", Helio G85 ,MediaTek,4.3,"4,17,357","32,448 ", 1 , Glory Silver,6000 ,4 , 64 , 6.52 ,48 
489,REDMI 9i ,"9,999","7,999", Helio G25 ,MediaTek,4.3,"2,87,592","16,273 ", 1 , Sea Blue,5000 ,4 , 64 , 6.53 ,13 
490,POCO M3 ,"14,999","11,999", Snapdragon 662 ,Qualcomm,4.3,"1,34,622","10,102 ", 6 , Power Black,6000 ,6 , 128 , 6.53 ,48 
491,realme Narzo 20 ,"13,999","11,499", Helio G85 ,MediaTek,4.3,"4,17,357","32,448 ", 1 , Victory Blue,6000 ,4 , 128 , 6.52 ,48 
492,realme Narzo 20 ,"13,999","11,499", Helio G85 ,MediaTek,4.3,"4,17,357","32,448 ", 1 , Glory Silver,6000 ,4 , 128 , 6.52 ,48 
493,REDMI 9 Power ,"13,999","9,999", Snapdragon 662 ,Qualcomm,4.3,"34,739","2,604 ", 6 , Mighty Black,6000 ,4 , 64 , 6.53 ,48 
494,Infinix Hot 10 Play ,"10,999","8,499", Helio G35 ,MediaTek,4.3,"9,769",752 , 6 , Aegean Blue,6000 ,4 , 64 , 6.82 ,13 
495,POCO C3 ,"10,999","8,499", Helio G35 ,Mediatek,4.3,"1,64,922","10,275 ", 6 , Arctic Blue,5000 ,4 , 64 , 6.53 ,13 
496,Infinix Smart 4 Plus ,"9,999","7,999", Helio A25 ,Mediatek,4.4,"1,57,585","13,334 ", 6 , Ocean Wave,6000 ,3 , 32 , 6.82 ,13 
497,Infinix Smart 4 Plus ,"9,999","7,999", Helio A25 ,Mediatek,4.4,"1,57,585","13,334 ", 6 , Quetzal Cyan,6000 ,3 , 32 , 6.82 ,13 
498,Infinix Smart 4 Plus ,"9,999","7,999", Helio A25 ,Mediatek,4.4,"1,57,585","13,334 ", 6 , Midnight Black,6000 ,3 , 32 , 6.82 ,13 
499,POCO M3 ,"12,999","10,999", Snapdragon 662 ,Qualcomm,4.3,"1,34,622","10,102 ", 6 , Cool Blue,6000 ,6 , 64 , 6.53 ,48 
500,REDMI Note 9 ,"14,999","10,999", Helio G85 ,MediaTek,4.4,"31,861","2,379 ", 6 , Pebble Grey,5020 ,4 , 64 , 6.53 ,48 
501,realme C20 ,"7,999","6,799", Helio G35 ,MediaTek,4.4,"20,960",958 , 6 , Cool Grey,5000 ,2 , 32 , 6.5 ,8 
502,realme C20 ,"7,999","6,799", Helio G35 ,MediaTek,4.4,"20,960",958 , 6 , Cool Blue,5000 ,2 , 32 , 6.5 ,8 
503,POCO M3 ,"14,999","11,999", Snapdragon 662 ,Qualcomm,4.3,"1,34,622","10,102 ", 6 , Cool Blue,6000 ,6 , 128 , 6.53 ,48 
504,realme Narzo 30A ,"10,999","9,499", Helio G85 ,MediaTek,4.4,"43,956","2,677 ", 6 , Laser Blue,6000 ,4 , 64 , 6.51 ,13 
505,realme Narzo 30A ,"10,999","9,499", Helio G85 ,MediaTek,4.4,"43,956","2,677 ", 6 , Laser Black,6000 ,4 , 64 , 6.51 ,13 
506,realme Narzo 30A ,"9,999","8,499", Helio G85 ,MediaTek,4.4,"28,814","1,956 ", 6 , Laser Black,6000 ,3 , 32 , 6.51 ,13 
507,realme Narzo 30A ,"9,999","8,499", Helio G85 ,MediaTek,4.4,"28,814","1,956 ", 6 , Laser Blue,6000 ,3 , 32 , 6.51 ,13 
508,REDMI 9i ,"9,999","7,999", Helio G25 ,MediaTek,4.3,"2,87,592","16,273 ", 1 , Midnight Black,5000 ,4 , 64 , 6.53 ,13 
509,OPPO A53 ,"17,990","12,990", Snapdragon 460 ,Qualcomm,4.4,"8,931",511 , 1 , Mint Cream,5000 ,6 , 128 , 6.5 ,13 
510,REDMI 9 Power ,"13,999","9,999", Snapdragon 662 ,Qualcomm,4.3,"34,740","2,604 ", 6 , Blazing Blue,6000 ,4 , 64 , 6.53 ,48 
511,REDMI 9 Power ,"13,999","9,999", Snapdragon 662 ,Qualcomm,4.3,"34,740","2,604 ", 6 , Electric Green,6000 ,4 , 64 , 6.53 ,48 
512,realme Narzo 20 ,"12,999","10,499", Helio G85 ,MediaTek,4.3,"4,17,355","32,448 ", 1 , Glory Silver,6000 ,4 , 64 , 6.52 ,48 
513,REDMI 9i ,"9,999","7,999", Helio G25 ,MediaTek,4.3,"2,87,592","16,273 ", 1 , Sea Blue,5000 ,4 , 64 , 6.53 ,13 
514,POCO M3 ,"14,999","11,999", Snapdragon 662 ,Qualcomm,4.3,"1,34,621","10,102 ", 6 , Power Black,6000 ,6 , 128 , 6.53 ,48 
515,realme Narzo 20 ,"13,999","11,499", Helio G85 ,MediaTek,4.3,"4,17,355","32,448 ", 1 , Victory Blue,6000 ,4 , 128 , 6.52 ,48 
516,realme Narzo 20 ,"13,999","11,499", Helio G85 ,MediaTek,4.3,"4,17,355","32,448 ", 1 , Glory Silver,6000 ,4 , 128 , 6.52 ,48 
517,REDMI 9 Power ,"13,999","9,999", Snapdragon 662 ,Qualcomm,4.3,"34,740","2,604 ", 6 , Mighty Black,6000 ,4 , 64 , 6.53 ,48 
518,Infinix Hot 10 Play ,"10,999","8,499", Helio G35 ,MediaTek,4.3,"9,769",752 , 6 , Aegean Blue,6000 ,4 , 64 , 6.82 ,13 
519,POCO C3 ,"10,999","8,499", Helio G35 ,Mediatek,4.3,"1,64,922","10,275 ", 6 , Arctic Blue,5000 ,4 , 64 , 6.53 ,13 
520,Infinix Smart 4 Plus ,"9,999","7,999", Helio A25 ,Mediatek,4.4,"1,57,585","13,334 ", 6 , Ocean Wave,6000 ,3 , 32 , 6.82 ,13 
521,Infinix Smart 4 Plus ,"9,999","7,999", Helio A25 ,Mediatek,4.4,"1,57,585","13,334 ", 6 , Quetzal Cyan,6000 ,3 , 32 , 6.82 ,13 
522,Infinix Smart 4 Plus ,"9,999","7,999", Helio A25 ,Mediatek,4.4,"1,57,585","13,334 ", 6 , Midnight Black,6000 ,3 , 32 , 6.82 ,13 
523,POCO M3 ,"12,999","10,999", Snapdragon 662 ,Qualcomm,4.3,"1,34,621","10,102 ", 6 , Cool Blue,6000 ,6 , 64 , 6.53 ,48 
524,REDMI Note 9 ,"14,999","10,999", Helio G85 ,MediaTek,4.4,"31,861","2,379 ", 6 , Pebble Grey,5020 ,4 , 64 , 6.53 ,48 
525,realme C20 ,"7,999","6,799", Helio G35 ,MediaTek,4.4,"20,962",958 , 6 , Cool Grey,5000 ,2 , 32 , 6.5 ,8 
526,realme C20 ,"7,999","6,799", Helio G35 ,MediaTek,4.4,"20,962",958 , 6 , Cool Blue,5000 ,2 , 32 , 6.5 ,8 
527,POCO M3 ,"14,999","11,999", Snapdragon 662 ,Qualcomm,4.3,"1,34,621","10,102 ", 6 , Cool Blue,6000 ,6 , 128 , 6.53 ,48 
528,realme Narzo 30A ,"10,999","9,499", Helio G85 ,MediaTek,4.4,"43,956","2,677 ", 6 , Laser Blue,6000 ,4 , 64 , 6.51 ,13 
529,realme Narzo 30A ,"10,999","9,499", Helio G85 ,MediaTek,4.4,"43,956","2,677 ", 6 , Laser Black,6000 ,4 , 64 , 6.51 ,13 
530,realme Narzo 30A ,"9,999","8,499", Helio G85 ,MediaTek,4.4,"28,814","1,956 ", 6 , Laser Black,6000 ,3 , 32 , 6.51 ,13 
531,realme Narzo 30A ,"9,999","8,499", Helio G85 ,MediaTek,4.4,"28,814","1,956 ", 6 , Laser Blue,6000 ,3 , 32 , 6.51 ,13 
532,REDMI 9i ,"9,999","7,999", Helio G25 ,MediaTek,4.3,"2,87,592","16,273 ", 1 , Midnight Black,5000 ,4 , 64 , 6.53 ,13 
533,OPPO A53 ,"17,990","12,990", Snapdragon 460 ,Qualcomm,4.4,"8,931",511 , 1 , Mint Cream,5000 ,6 , 128 , 6.5 ,13 
534,REDMI 9 Power ,"13,999","9,999", Snapdragon 662 ,Qualcomm,4.3,"34,740","2,604 ", 6 , Blazing Blue,6000 ,4 , 64 , 6.53 ,48 
535,REDMI 9 Power ,"13,999","9,999", Snapdragon 662 ,Qualcomm,4.3,"34,740","2,604 ", 6 , Electric Green,6000 ,4 , 64 , 6.53 ,48 
536,realme Narzo 20 ,"12,999","10,499", Helio G85 ,MediaTek,4.3,"4,17,357","32,448 ", 1 , Glory Silver,6000 ,4 , 64 , 6.52 ,48 
537,REDMI 9i ,"9,999","7,999", Helio G25 ,MediaTek,4.3,"2,87,592","16,273 ", 1 , Sea Blue,5000 ,4 , 64 , 6.53 ,13 
538,POCO M3 ,"14,999","11,999", Snapdragon 662 ,Qualcomm,4.3,"1,34,622","10,102 ", 6 , Power Black,6000 ,6 , 128 , 6.53 ,48 
539,realme Narzo 20 ,"13,999","11,499", Helio G85 ,MediaTek,4.3,"4,17,357","32,448 ", 1 , Victory Blue,6000 ,4 , 128 , 6.52 ,48 
540,realme Narzo 20 ,"13,999","11,499", Helio G85 ,MediaTek,4.3,"4,17,357","32,448 ", 1 , Glory Silver,6000 ,4 , 128 , 6.52 ,48 
541,REDMI 9 Power ,"13,999","9,999", Snapdragon 662 ,Qualcomm,4.3,"34,740","2,604 ", 6 , Mighty Black,6000 ,4 , 64 , 6.53 ,48 
542,Infinix Hot 10 Play ,"10,999","8,499", Helio G35 ,MediaTek,4.3,"9,768",752 , 6 , Aegean Blue,6000 ,4 , 64 , 6.82 ,13 
543,POCO C3 ,"10,999","8,499", Helio G35 ,Mediatek,4.3,"1,64,922","10,275 ", 6 , Arctic Blue,5000 ,4 , 64 , 6.53 ,13 
544,Infinix Smart 4 Plus ,"9,999","7,999", Helio A25 ,Mediatek,4.4,"1,57,585","13,334 ", 6 , Ocean Wave,6000 ,3 , 32 , 6.82 ,13 
545,Infinix Smart 4 Plus ,"9,999","7,999", Helio A25 ,Mediatek,4.4,"1,57,585","13,334 ", 6 , Quetzal Cyan,6000 ,3 , 32 , 6.82 ,13 
546,Infinix Smart 4 Plus ,"9,999","7,999", Helio A25 ,Mediatek,4.4,"1,57,585","13,334 ", 6 , Midnight Black,6000 ,3 , 32 , 6.82 ,13 
547,POCO M3 ,"12,999","10,999", Snapdragon 662 ,Qualcomm,4.3,"1,34,622","10,102 ", 6 , Cool Blue,6000 ,6 , 64 , 6.53 ,48 
548,REDMI Note 9 ,"14,999","10,999", Helio G85 ,MediaTek,4.4,"31,861","2,379 ", 6 , Pebble Grey,5020 ,4 , 64 , 6.53 ,48 
549,realme C20 ,"7,999","6,799", Helio G35 ,MediaTek,4.4,"20,962",958 , 6 , Cool Grey,5000 ,2 , 32 , 6.5 ,8 
550,realme C20 ,"7,999","6,799", Helio G35 ,MediaTek,4.4,"20,962",958 , 6 , Cool Blue,5000 ,2 , 32 , 6.5 ,8 
551,POCO M3 ,"14,999","11,999", Snapdragon 662 ,Qualcomm,4.3,"1,34,622","10,102 ", 6 , Cool Blue,6000 ,6 , 128 , 6.53 ,48 
